emp_no,salary,from_date,to_date
10707,75526,2001-12-21,9999-01-01
10707,66113,1997-12-22,1998-12-22
10707,49504,1990-12-24,1991-12-24
10707,71655,2000-12-21,2001-12-21
10707,53255,1992-12-23,1993-12-23
10707,61924,1996-12-22,1997-12-22
10707,70453,1999-12-22,2000-12-21
10707,53270,1991-12-24,1992-12-23
10707,58737,1994-12-23,1995-12-23
10707,56026,1993-12-23,1994-12-23
10707,60397,1995-12-23,1996-12-22
10707,69057,1998-12-22,1999-12-22
10708,44029,2000-11-08,2001-11-08
10708,46202,2001-11-08,9999-01-01
10708,43514,1999-11-09,2000-11-08
10709,55921,1992-02-01,1993-01-31
10709,53702,1991-02-01,1992-02-01
10709,42380,1988-02-02,1989-02-01
10709,67587,1998-01-30,1999-01-30
10709,56523,1993-01-31,1994-01-31
10709,69305,2000-01-30,2001-01-29
10709,68964,2001-01-29,2002-01-29
10709,45548,1989-02-01,1990-02-01
10709,56140,1994-01-31,1995-01-31
10709,67804,1999-01-30,2000-01-30
10709,41437,1987-02-02,1988-02-02
10709,40000,1986-02-02,1987-02-02
10709,49447,1990-02-01,1991-02-01
10709,61712,1996-01-31,1997-01-30
10709,60060,1995-01-31,1996-01-31
10709,63700,1997-01-30,1998-01-30
10709,72950,2002-01-29,9999-01-01
10710,78877,1995-07-09,1996-07-08
10710,79291,1997-07-08,1998-07-08
10710,83708,1999-07-08,2000-07-07
10710,86628,2001-07-07,2002-07-07
10710,78511,1996-07-08,1997-07-08
10710,89961,2002-07-07,9999-01-01
10710,81701,1998-07-08,1999-07-08
10710,85626,2000-07-07,2001-07-07
10711,59036,2001-06-18,2002-06-18
10711,48951,1994-06-20,1995-06-20
10711,45150,1993-06-20,1994-06-20
10711,41824,1991-06-21,1992-06-20
10711,51676,1997-06-19,1998-06-19
10711,48977,1995-06-20,1996-06-19
10711,49539,1996-06-19,1997-06-19
10711,59405,2000-06-18,2001-06-18
10711,41675,1992-06-20,1993-06-20
10711,51429,1998-06-19,1999-06-19
10711,55692,1999-06-19,2000-06-18
10711,61627,2002-06-18,9999-01-01
10712,55313,1998-08-17,1999-08-17
10712,43990,1995-08-18,1996-08-17
10712,52262,1997-08-17,1998-08-17
10712,40000,1994-08-18,1995-08-18
10712,57415,2000-08-16,2001-08-16
10712,60644,2001-08-16,9999-01-01
10712,57891,1999-08-17,2000-08-16
10712,48345,1996-08-17,1997-08-17
10713,79678,1989-04-25,1990-04-25
10713,103459,2000-04-22,2001-02-21
10713,76183,1988-04-25,1989-04-25
10713,98595,1998-04-23,1999-04-23
10713,70575,1986-04-26,1987-04-26
10713,91811,1996-04-23,1997-04-23
10713,86921,1993-04-24,1994-04-24
10713,83286,1991-04-25,1992-04-24
10713,92274,1995-04-24,1996-04-23
10713,72391,1987-04-26,1988-04-25
10713,81940,1990-04-25,1991-04-25
10713,84172,1992-04-24,1993-04-24
10713,90369,1994-04-24,1995-04-24
10713,101381,1999-04-23,2000-04-22
10713,95905,1997-04-23,1998-04-23
10714,48821,1999-11-24,2000-11-23
10714,52536,2001-11-23,9999-01-01
10714,48333,2000-11-23,2001-11-23
10715,42510,2001-10-27,9999-01-01
10715,42854,2000-10-27,2001-10-27
10715,42323,1999-10-28,2000-10-27
10716,44101,1987-08-12,1988-08-11
10716,63365,1995-08-10,1996-08-09
10716,65922,1996-08-09,1997-08-09
10716,61412,1993-08-10,1994-08-10
10716,74388,2000-08-08,2001-08-08
10716,51565,1989-08-11,1990-08-11
10716,69879,1997-08-09,1998-08-09
10716,73400,1999-08-09,2000-08-08
10716,48175,1988-08-11,1989-08-11
10716,53497,1990-08-11,1991-08-11
10716,62169,1994-08-10,1995-08-10
10716,57966,1991-08-11,1992-08-10
10716,78299,2001-08-08,9999-01-01
10716,61653,1992-08-10,1993-08-10
10716,73287,1998-08-09,1999-08-09
10717,75523,2001-09-10,9999-01-01
10717,73043,2000-09-10,2001-09-10
10717,64341,1995-09-12,1996-09-11
10717,71148,1999-09-11,2000-09-10
10717,64852,1996-09-11,1997-09-11
10717,68588,1998-09-11,1999-09-11
10717,57723,1992-09-12,1993-09-12
10717,61874,1993-09-12,1994-09-12
10717,57525,1991-09-13,1992-09-12
10717,68163,1997-09-11,1998-09-11
10717,64380,1994-09-12,1995-09-12
10718,89607,1996-07-19,1997-07-19
10718,98107,2001-07-18,2002-07-18
10718,90238,1997-07-19,1998-07-19
10718,84595,1992-07-20,1993-07-20
10718,81919,1990-07-21,1991-07-21
10718,75473,1988-07-21,1989-07-21
10718,78088,1989-07-21,1990-07-21
10718,85091,1994-07-20,1995-07-20
10718,84264,1993-07-20,1994-07-20
10718,94015,1998-07-19,1999-07-19
10718,100158,2002-07-18,9999-01-01
10718,88847,1995-07-20,1996-07-19
10718,95913,2000-07-18,2001-07-18
10718,94966,1999-07-19,2000-07-18
10718,81973,1991-07-21,1992-07-20
10719,42927,1998-09-04,1999-07-31
10719,40000,1995-09-05,1996-09-04
10719,41357,1997-09-04,1998-09-04
10719,39726,1996-09-04,1997-09-04
10720,54376,1999-06-26,2000-06-25
10720,49604,1997-06-26,1998-06-26
10720,54626,2000-06-25,2001-06-25
10720,56924,2001-06-25,2002-06-25
10720,59008,2002-06-25,9999-01-01
10720,45832,1996-06-26,1997-06-26
10720,49925,1998-06-26,1999-06-26
10721,40477,2000-07-14,2001-07-14
10721,41015,2001-07-14,2002-07-14
10721,44812,2002-07-14,9999-01-01
10721,40000,1999-07-15,2000-07-14
10722,78759,1992-01-17,1993-01-16
10722,81101,1998-01-15,1999-01-15
10722,80592,1996-01-16,1997-01-15
10722,79481,1995-01-16,1996-01-16
10722,72331,1990-01-17,1991-01-17
10722,74742,1991-01-17,1992-01-17
10722,82363,1999-01-15,2000-01-15
10722,79478,1994-01-16,1995-01-16
10722,70199,1989-01-17,1990-01-17
10722,78983,1993-01-16,1994-01-16
10722,81453,1997-01-15,1998-01-15
10722,85872,2000-01-15,2000-04-14
10723,50808,2002-07-13,9999-01-01
10723,48285,2001-07-13,2002-07-13
10723,40000,1997-07-14,1998-07-14
10723,43167,1999-07-14,2000-07-13
10723,46806,2000-07-13,2001-07-13
10723,43431,1998-07-14,1999-07-14
10724,42347,1995-12-07,1996-12-06
10724,50032,1998-12-06,1999-12-06
10724,46547,1996-12-06,1997-12-06
10724,57901,2000-12-05,2001-12-05
10724,48953,1997-12-06,1998-12-06
10724,53690,1999-12-06,2000-12-05
10724,60860,2001-12-05,9999-01-01
10725,105260,2001-09-05,9999-01-01
10725,81934,1992-09-07,1993-09-07
10725,89160,1995-09-07,1996-09-06
10725,81022,1991-09-08,1992-09-07
10725,100362,1999-09-06,2000-09-05
10725,79207,1990-09-08,1991-09-08
10725,97782,1998-09-06,1999-09-06
10725,101831,2000-09-05,2001-09-05
10725,85580,1994-09-07,1995-09-07
10725,97262,1997-09-06,1998-09-06
10725,85996,1993-09-07,1994-09-07
10725,93586,1996-09-06,1997-09-06
10726,46315,1992-02-25,1993-02-24
10726,50531,1996-02-24,1997-02-23
10726,51337,1997-02-23,1998-02-23
10726,49170,1993-02-24,1994-02-24
10726,55746,2000-02-23,2001-02-22
10726,61163,2002-02-22,9999-01-01
10726,48711,1994-02-24,1995-02-24
10726,49727,1995-02-24,1996-02-24
10726,51037,1998-02-23,1999-02-23
10726,52957,1999-02-23,2000-02-23
10726,58243,2001-02-22,2002-02-22
10727,67812,1994-01-07,1995-01-07
10727,78073,1997-01-06,1998-01-06
10727,81702,1999-01-06,2000-01-06
10727,64604,1993-01-07,1994-01-07
10727,80430,1998-01-06,1999-01-06
10727,71673,1995-01-07,1996-01-07
10727,84461,2000-01-06,2000-06-06
10727,74875,1996-01-07,1997-01-06
10727,62115,1992-01-08,1993-01-07
10727,58253,1991-01-08,1992-01-08
10728,57039,1996-12-07,1997-12-07
10728,57498,1997-12-07,1998-12-07
10728,47572,1992-12-08,1993-12-08
10728,65371,2000-12-06,2001-12-06
10728,67848,2001-12-06,9999-01-01
10728,47906,1993-12-08,1994-12-08
10728,43026,1990-12-09,1991-12-09
10728,40000,1989-12-09,1990-12-09
10728,62320,1999-12-07,2000-12-06
10728,54609,1995-12-08,1996-12-07
10728,61083,1998-12-07,1999-12-07
10728,45244,1991-12-09,1992-12-08
10728,51132,1994-12-08,1995-12-08
10729,55104,1994-04-18,1995-04-18
10729,47766,1991-04-19,1992-04-18
10729,55882,1995-04-18,1996-04-17
10729,61027,1997-04-17,1998-04-17
10729,40000,1986-04-20,1987-04-20
10729,43623,1988-04-19,1989-04-19
10729,50480,1992-04-18,1993-04-18
10729,43621,1989-04-19,1990-04-19
10729,62696,1999-04-17,2000-04-16
10729,43592,1987-04-20,1988-04-19
10729,61798,1998-04-17,1999-04-17
10729,44182,1990-04-19,1991-04-19
10729,70846,2002-04-16,9999-01-01
10729,56755,1996-04-17,1997-04-17
10729,66901,2001-04-16,2002-04-16
10729,66196,2000-04-16,2001-04-16
10729,52439,1993-04-18,1994-04-18
10730,65467,1998-05-14,1998-06-07
10730,62107,1996-05-14,1997-05-14
10730,64207,1997-05-14,1998-05-14
10731,92838,1997-02-17,1998-02-17
10731,97321,1999-02-17,2000-02-17
10731,91116,1992-02-19,1993-02-18
10731,83211,1989-02-19,1990-02-19
10731,92632,1995-02-18,1996-02-18
10731,92481,1996-02-18,1997-02-17
10731,93400,1998-02-17,1999-02-17
10731,98444,2000-02-17,2000-10-09
10731,87228,1990-02-19,1991-02-19
10731,87856,1991-02-19,1992-02-19
10731,77892,1987-02-20,1988-02-20
10731,91040,1993-02-18,1994-02-18
10731,92099,1994-02-18,1995-02-18
10731,79288,1988-02-20,1989-02-19
10732,46883,1996-12-20,1997-12-20
10732,49708,1997-12-20,1998-12-20
10732,50819,1999-12-20,2000-12-19
10732,56738,2001-12-19,9999-01-01
10732,40000,1994-12-21,1995-12-21
10732,43945,1995-12-21,1996-12-20
10732,53625,2000-12-19,2001-12-19
10732,49301,1998-12-20,1999-12-20
10733,51067,1997-02-19,1998-02-19
10733,60861,2002-02-18,9999-01-01
10733,59497,2000-02-19,2001-02-18
10733,53465,1998-02-19,1999-02-19
10733,55421,1999-02-19,2000-02-19
10733,48013,1996-02-20,1997-02-19
10733,59958,2001-02-18,2002-02-18
10734,52866,1997-12-18,1998-12-18
10734,49459,1996-12-18,1997-12-18
10734,58321,1999-12-18,2000-12-17
10734,54435,1998-12-18,1999-12-18
10734,60799,2000-12-17,2001-12-17
10734,47377,1995-12-19,1996-12-18
10734,60732,2001-12-17,9999-01-01
10735,47147,1992-10-27,1993-10-27
10735,50596,1994-10-27,1995-10-27
10735,47451,1993-10-27,1994-10-27
10735,42610,1986-10-29,1987-10-29
10735,51390,1995-10-27,1996-10-26
10735,42208,1989-10-28,1990-10-28
10735,42552,1988-10-28,1989-10-28
10735,53884,1996-10-26,1997-10-26
10735,44096,1991-10-28,1992-10-27
10735,41843,1990-10-28,1991-10-28
10735,40000,1985-10-29,1986-10-29
10735,42319,1987-10-29,1988-10-28
10001,75286,1993-06-24,1994-06-24
10001,80013,1996-06-23,1997-06-23
10001,88958,2002-06-22,9999-01-01
10001,76884,1995-06-24,1996-06-23
10001,71046,1991-06-25,1992-06-24
10001,84917,1999-06-23,2000-06-22
10001,66596,1989-06-25,1990-06-25
10001,81025,1997-06-23,1998-06-23
10001,62102,1987-06-26,1988-06-25
10001,85097,2001-06-22,2002-06-22
10001,75994,1994-06-24,1995-06-24
10001,66961,1990-06-25,1991-06-25
10001,85112,2000-06-22,2001-06-22
10001,81097,1998-06-23,1999-06-23
10001,66074,1988-06-25,1989-06-25
10001,74333,1992-06-24,1993-06-24
10001,60117,1986-06-26,1987-06-26
10003,40006,1995-12-03,1996-12-02
10003,43478,1999-12-02,2000-12-01
10003,43699,2000-12-01,2001-12-01
10003,43311,2001-12-01,9999-01-01
10003,43636,1998-12-02,1999-12-02
10003,43466,1997-12-02,1998-12-02
10003,43616,1996-12-02,1997-12-02
10004,48271,1990-11-30,1991-11-30
10004,62566,1996-11-28,1997-11-28
10004,52119,1992-11-29,1993-11-29
10004,70698,2000-11-27,2001-11-27
10004,58326,1994-11-29,1995-11-29
10004,67096,1998-11-28,1999-11-28
10004,60770,1995-11-29,1996-11-28
10004,50594,1991-11-30,1992-11-29
10004,42542,1988-11-30,1989-11-30
10004,40054,1986-12-01,1987-12-01
10004,69722,1999-11-28,2000-11-27
10004,54693,1993-11-29,1994-11-29
10004,64340,1997-11-28,1998-11-28
10004,42283,1987-12-01,1988-11-30
10004,46065,1989-11-30,1990-11-30
10004,74057,2001-11-27,9999-01-01
10005,90531,1999-09-10,2000-09-09
10005,89724,1997-09-10,1998-09-10
10005,88448,1995-09-11,1996-09-10
10005,83735,1991-09-12,1992-09-11
10005,85572,1992-09-11,1993-09-11
10005,82621,1990-09-12,1991-09-12
10005,86050,1994-09-11,1995-09-11
10005,90392,1998-09-10,1999-09-10
10005,94692,2001-09-09,9999-01-01
10005,88063,1996-09-10,1997-09-10
10005,78228,1989-09-12,1990-09-12
10005,91453,2000-09-09,2001-09-09
10005,85076,1993-09-11,1994-09-11
10006,40000,1990-08-05,1991-08-05
10006,47518,1994-08-04,1995-08-04
10006,42629,1992-08-04,1993-08-04
10006,47917,1995-08-04,1996-08-03
10006,42085,1991-08-05,1992-08-04
10006,45844,1993-08-04,1994-08-04
10007,56724,1989-02-10,1990-02-10
10007,68833,1995-02-09,1996-02-09
10007,88070,2002-02-07,9999-01-01
10007,70220,1996-02-09,1997-02-08
10007,84456,2001-02-07,2002-02-07
10007,73362,1997-02-08,1998-02-08
10007,64563,1994-02-09,1995-02-09
10007,75582,1998-02-08,1999-02-08
10007,79513,1999-02-08,2000-02-08
10007,62745,1991-02-10,1992-02-10
10007,63208,1993-02-09,1994-02-09
10007,80083,2000-02-08,2001-02-07
10007,63475,1992-02-10,1993-02-09
10007,60740,1990-02-10,1991-02-10
10008,52668,2000-03-10,2000-07-31
10008,46671,1998-03-11,1999-03-11
10008,48584,1999-03-11,2000-03-10
10009,94443,2001-02-14,2002-02-14
10009,64780,1987-02-18,1988-02-18
10009,82507,1996-02-16,1997-02-15
10009,94409,2002-02-14,9999-01-01
10009,78335,1994-02-16,1995-02-16
10009,76518,1993-02-16,1994-02-16
10009,69042,1989-02-17,1990-02-17
10009,89324,1998-02-15,1999-02-15
10009,60929,1985-02-18,1986-02-18
10009,66302,1988-02-18,1989-02-17
10009,90668,1999-02-15,2000-02-15
10009,80944,1995-02-16,1996-02-16
10009,74612,1992-02-17,1993-02-16
10009,93507,2000-02-15,2001-02-14
10009,70889,1990-02-17,1991-02-17
10009,71434,1991-02-17,1992-02-17
10009,85875,1997-02-15,1998-02-15
10009,64604,1986-02-18,1987-02-18
10010,80324,2001-11-23,9999-01-01
10010,75405,1998-11-24,1999-11-24
10010,72488,1996-11-24,1997-11-24
10010,74347,1997-11-24,1998-11-24
10010,79580,2000-11-23,2001-11-23
10010,78194,1999-11-24,2000-11-23
10011,50927,1993-01-21,1994-01-21
10011,48214,1992-01-22,1993-01-21
10011,56753,1996-01-21,1996-11-09
10011,42365,1990-01-22,1991-01-22
10011,44200,1991-01-22,1992-01-22
10011,51470,1994-01-21,1995-01-21
10011,54545,1995-01-21,1996-01-21
10012,54794,2000-12-16,2001-12-16
10012,46485,1997-12-17,1998-12-17
10012,51122,1999-12-17,2000-12-16
10012,54423,2001-12-16,9999-01-01
10012,42318,1994-12-18,1995-12-18
10012,44195,1995-12-18,1996-12-17
10012,47364,1998-12-17,1999-12-17
10012,46460,1996-12-17,1997-12-17
10012,41867,1993-12-18,1994-12-18
10012,40000,1992-12-18,1993-12-18
10013,49887,1993-10-18,1994-10-18
10013,57590,1995-10-18,1996-10-17
10013,43569,1989-10-19,1990-10-19
10013,63352,1999-10-17,2000-10-16
10013,40623,1986-10-20,1987-10-20
10013,40306,1988-10-19,1989-10-19
10013,63274,1998-10-17,1999-10-17
10013,68901,2001-10-16,9999-01-01
10013,50351,1992-10-18,1993-10-18
10013,66744,2000-10-16,2001-10-16
10013,40000,1985-10-20,1986-10-20
10013,47118,1991-10-19,1992-10-18
10013,53957,1994-10-18,1995-10-18
10013,46305,1990-10-19,1991-10-19
10013,40561,1987-10-20,1988-10-19
10013,59571,1997-10-17,1998-10-17
10013,59228,1996-10-17,1997-10-17
10014,46168,1993-12-29,1994-12-29
10014,50715,1996-12-28,1997-12-28
10014,56937,1999-12-28,2000-12-27
10014,59142,2000-12-27,2001-12-27
10014,53962,1998-12-28,1999-12-28
10014,48242,1994-12-29,1995-12-29
10014,53228,1997-12-28,1998-12-28
10014,47921,1995-12-29,1996-12-28
10014,60598,2001-12-27,9999-01-01
10016,70889,1998-02-11,1999-02-11
10016,77935,2002-02-10,9999-01-01
10016,76826,2000-02-11,2001-02-10
10016,72946,1999-02-11,2000-02-11
10016,76381,2001-02-10,2002-02-10
10017,96122,2000-08-01,2001-08-01
10017,82163,1996-08-02,1997-08-02
10017,98522,2001-08-01,2002-08-01
10017,79510,1995-08-03,1996-08-02
10017,91985,1999-08-02,2000-08-01
10017,89619,1998-08-02,1999-08-02
10017,75538,1994-08-03,1995-08-03
10017,99651,2002-08-01,9999-01-01
10017,71380,1993-08-03,1994-08-03
10017,86157,1997-08-02,1998-08-02
10018,72585,1997-03-31,1998-03-31
10018,59206,1988-04-02,1989-04-02
10018,61361,1989-04-02,1990-04-02
10018,76957,1999-03-31,2000-03-30
10018,80305,2000-03-30,2001-03-30
10018,67519,1995-04-01,1996-03-31
10018,61244,1992-04-01,1993-04-01
10018,65739,1994-04-01,1995-04-01
10018,63286,1993-04-01,1994-04-01
10018,61648,1990-04-02,1991-04-02
10018,55881,1987-04-03,1988-04-02
10018,69276,1996-03-31,1997-03-31
10018,84541,2001-03-30,2002-03-30
10018,72804,1998-03-31,1999-03-31
10018,84672,2002-03-30,9999-01-01
10018,61217,1991-04-02,1992-04-01
10019,44276,1999-04-30,2000-04-29
10019,46946,2000-04-29,2001-04-29
10019,50032,2002-04-29,9999-01-01
10019,46775,2001-04-29,2002-04-29
10020,44927,2000-12-29,2001-12-29
10020,40000,1997-12-30,1998-12-30
10020,40647,1998-12-30,1999-12-30
10020,43800,1999-12-30,2000-12-29
10020,47017,2001-12-29,9999-01-01
10021,55025,1988-02-10,1989-02-09
10021,61117,1992-02-09,1993-02-08
10021,66249,1995-02-08,1996-02-08
10021,77237,1999-02-07,2000-02-07
10021,60851,1991-02-09,1992-02-09
10021,56399,1989-02-09,1990-02-09
10021,74759,1997-02-07,1998-02-07
10021,79631,2000-02-07,2001-02-06
10021,60708,1993-02-08,1994-02-08
10021,77519,1998-02-07,1999-02-07
10021,63514,1994-02-08,1995-02-08
10021,59700,1990-02-09,1991-02-09
10021,82295,2001-02-06,2002-02-06
10021,84169,2002-02-06,2002-07-15
10021,70570,1996-02-08,1997-02-07
10023,50113,2001-09-26,9999-01-01
10023,47883,1999-09-27,2000-09-26
10023,50319,2000-09-26,2001-09-26
10024,86715,1999-06-14,2000-06-13
10024,96646,2002-06-13,9999-01-01
10024,83733,1998-06-14,1999-06-14
10024,91067,2000-06-13,2001-06-13
10024,94701,2001-06-13,2002-06-13
10025,40000,1987-08-17,1988-08-16
10025,57157,1997-08-14,1997-10-15
10025,57110,1996-08-14,1997-08-14
10025,50120,1990-08-16,1991-08-16
10025,44416,1988-08-16,1989-08-16
10025,54459,1992-08-15,1993-08-15
10025,56643,1994-08-15,1995-08-15
10025,57585,1995-08-15,1996-08-14
10025,48680,1989-08-16,1990-08-16
10025,54395,1993-08-15,1994-08-15
10025,50980,1991-08-16,1992-08-15
10026,51730,1996-03-19,1997-03-19
10026,64132,2000-03-18,2001-03-18
10026,47585,1995-03-20,1996-03-19
10026,66313,2002-03-18,9999-01-01
10026,56769,1998-03-19,1999-03-19
10026,53682,1997-03-19,1998-03-19
10026,60397,1999-03-19,2000-03-18
10026,65415,2001-03-18,2002-03-18
10027,40000,1995-04-02,1996-04-01
10027,43654,1998-04-01,1999-04-01
10027,45771,2001-03-31,2002-03-31
10027,45157,2000-03-31,2001-03-31
10027,43925,1999-04-01,2000-03-31
10027,42382,1997-04-01,1998-04-01
10027,46145,2002-03-31,9999-01-01
10027,39520,1996-04-01,1997-04-01
10028,55963,1995-10-21,1996-10-20
10028,52082,1993-10-21,1994-10-21
10028,50805,1992-10-21,1993-10-21
10028,48859,1991-10-22,1992-10-21
10028,57831,1996-10-20,1997-10-20
10028,54949,1994-10-21,1995-10-21
10028,58502,1997-10-20,1998-04-06
10029,70671,1996-09-16,1997-09-16
10029,63163,1991-09-18,1992-09-17
10029,69211,1993-09-17,1994-09-17
10029,77777,2001-09-15,9999-01-01
10029,73510,1997-09-16,1998-09-16
10029,76608,2000-09-15,2001-09-15
10029,76067,1999-09-16,2000-09-15
10029,66877,1992-09-17,1993-09-17
10029,70624,1994-09-17,1995-09-17
10029,75773,1998-09-16,1999-09-16
10029,70294,1995-09-17,1996-09-16
10030,79290,1998-02-16,1999-02-16
10030,83327,1999-02-16,2000-02-16
10030,86634,2000-02-16,2001-02-15
10030,76453,1997-02-16,1998-02-16
10030,68393,1995-02-17,1996-02-17
10030,72795,1996-02-17,1997-02-16
10030,66956,1994-02-17,1995-02-17
10030,88806,2002-02-15,9999-01-01
10030,87027,2001-02-15,2002-02-15
10031,47202,1995-08-31,1996-08-30
10031,41881,1993-08-31,1994-08-31
10031,47606,1996-08-30,1997-08-30
10031,53873,2000-08-29,2001-08-29
10031,56689,2001-08-29,9999-01-01
10031,40859,1992-08-31,1993-08-31
10031,52675,1998-08-30,1999-08-30
10031,44191,1994-08-31,1995-08-31
10031,54177,1999-08-30,2000-08-29
10031,40000,1991-09-01,1992-08-31
10031,50810,1997-08-30,1998-08-30
10032,53978,1995-06-19,1996-06-18
10032,57926,1998-06-18,1999-06-18
10032,54336,1994-06-19,1995-06-19
10032,65820,2001-06-17,2002-06-17
10032,49389,1991-06-20,1992-06-19
10032,48426,1990-06-20,1991-06-20
10032,55090,1996-06-18,1997-06-18
10032,52000,1992-06-19,1993-06-19
10032,57110,1997-06-18,1998-06-18
10032,69539,2002-06-17,9999-01-01
10032,57876,1999-06-18,2000-06-17
10032,53038,1993-06-19,1994-06-19
10032,61709,2000-06-17,2001-06-17
10033,56095,1990-03-17,1991-03-17
10033,60433,1993-03-16,1993-03-24
10033,54972,1988-03-17,1989-03-17
10033,56038,1991-03-17,1992-03-16
10033,55410,1989-03-17,1990-03-17
10033,51258,1987-03-18,1988-03-17
10033,57712,1992-03-16,1993-03-16
10034,53112,1998-04-11,1999-04-11
10034,47561,1995-04-12,1996-04-11
10034,52687,1997-04-11,1998-04-11
10034,53164,1999-04-11,1999-10-31
10034,51192,1996-04-11,1997-04-11
10035,56640,1994-09-04,1995-09-04
10035,62285,1998-09-03,1999-09-03
10035,61793,1997-09-03,1998-09-03
10035,48360,1991-09-05,1992-09-04
10035,50664,1992-09-04,1993-09-04
10035,45131,1989-09-05,1990-09-05
10035,45629,1990-09-05,1991-09-05
10035,41538,1988-09-05,1989-09-05
10035,53060,1993-09-04,1994-09-04
10035,57621,1995-09-04,1996-09-03
10035,59291,1996-09-03,1997-09-03
10036,56579,1999-04-27,2000-04-26
10036,52308,1995-04-28,1996-04-27
10036,46756,1993-04-28,1994-04-28
10036,60478,2000-04-26,2001-04-26
10036,42819,1992-04-28,1993-04-28
10036,51084,1994-04-28,1995-04-28
10036,60520,2001-04-26,2002-04-26
10036,54408,1997-04-27,1998-04-27
10036,53828,1996-04-27,1997-04-27
10036,63053,2002-04-26,9999-01-01
10036,53929,1998-04-27,1999-04-27
10037,40000,1990-12-05,1991-12-05
10037,59882,1999-12-03,2000-12-02
10037,53198,1997-12-03,1998-12-03
10037,51775,1996-12-03,1997-12-03
10037,56270,1998-12-03,1999-12-03
10037,39765,1991-12-05,1992-12-04
10037,60574,2001-12-02,9999-01-01
10037,49735,1995-12-04,1996-12-03
10037,60992,2000-12-02,2001-12-02
10037,43104,1993-12-04,1994-12-04
10037,43565,1992-12-04,1993-12-04
10037,46100,1994-12-04,1995-12-04
10038,56629,1994-09-19,1995-09-19
10038,64238,2000-09-17,2001-09-17
10038,60322,1996-09-18,1997-09-18
10038,62517,1998-09-18,1999-09-18
10038,43527,1990-09-20,1991-09-20
10038,40000,1989-09-20,1990-09-20
10038,62458,1999-09-18,2000-09-17
10038,58079,1995-09-19,1996-09-18
10038,64254,2001-09-17,9999-01-01
10038,52969,1993-09-19,1994-09-19
10038,46509,1991-09-20,1992-09-19
10038,62274,1997-09-18,1998-09-18
10039,55204,1997-01-16,1998-01-16
10039,62131,1999-01-16,2000-01-16
10039,55037,1995-01-17,1996-01-17
10039,40000,1988-01-19,1989-01-18
10039,61774,2000-01-16,2001-01-15
10039,41525,1989-01-18,1990-01-18
